1,1,1
2,2,0
3,3,0
4,4,1
5,5,0
6,6,0
7,7,0
8,8,0
9,9,1
10,10,0
11,11,1
12,12,1
13,13,0
14,14,1
15,15,1
16,16,1
17,17,1
18,18,0
19,19,1
20,20,0
21,21,1
22,22,0
23,23,0
24,24,0
25,25,1
26,26,0
27,27,1
28,28,1
29,29,1
30,30,0
31,31,0
32,32,0
33,33,0
34,34,0
35,35,1
36,36,0
37,37,0
38,38,1
39,39,0
40,40,1
41,41,0
42,42,0
43,43,0
44,44,1
45,45,1
46,46,1
47,47,1
48,48,1
49,49,1
50,50,1
51,51,0
52,52,0
53,53,0
54,54,0
55,55,1
56,56,0
57,57,1
58,58,0
59,59,1
60,60,1
61,61,1
62,62,0
63,63,0
64,64,1
65,65,0
66,66,1
67,67,0
68,68,1
69,69,1
70,70,1
71,71,0
72,72,1
73,73,0
74,74,0
75,75,1
76,76,0
77,77,0
78,78,0
79,79,1
80,80,1
81,81,0
82,82,0
83,83,1
84,84,0
85,85,0
86,86,0
87,87,0
88,88,1
89,89,1
90,90,1
91,91,1
92,92,1
93,93,1
94,94,0
95,95,0
96,96,1
97,97,1
98,98,1
99,99,0
100,100,1
101,101,1
102,102,1
103,103,0
104,104,1
105,105,1
106,106,1
107,107,0
108,108,0
109,109,0
110,110,1
111,111,0
112,112,1
113,113,1
114,114,0
115,115,0
116,116,0
117,117,0
118,118,0
119,119,1
120,120,0
121,121,0
122,122,0
123,123,0
124,124,0
125,125,1
126,126,0
127,127,1
128,128,0
129,129,0
130,130,1
131,131,0
132,132,0
133,133,0
134,134,1
135,135,1
136,136,1
137,137,0
138,138,0
139,139,0
140,140,1
141,141,0
142,142,1
143,143,1
144,144,1
145,145,0
146,146,0
147,147,0
148,148,0
149,149,1
150,150,0
151,151,0
152,152,0
153,153,1
154,154,0
155,155,1
156,156,0
157,157,0
158,158,0
159,159,0
160,160,1
161,161,0
162,162,1
163,163,0
164,164,1
165,165,0
166,166,1
167,167,1
168,168,0
169,169,0
170,170,0
171,171,0
172,172,1
173,173,0
174,174,0
175,175,0
176,176,1
177,177,1
178,178,0
179,179,0
180,180,0
181,181,1
182,182,1
183,183,0
184,184,0
185,185,1
186,186,0
187,187,0
188,188,1
189,189,0
190,190,1
191,191,0
192,192,0
193,193,1
194,194,1
195,195,1
196,196,1
197,197,0
198,198,0
199,199,0
200,200,1
201,201,0
202,202,0
203,203,1
204,204,1
205,205,0
206,206,0
207,207,1
208,208,1
209,209,0
210,210,0
211,211,0
212,212,0
213,213,1
214,214,1
215,215,1
216,216,1
217,217,1
218,218,0
219,219,0
220,220,1
221,221,1
222,222,0
223,223,0
224,224,1
225,225,1
226,226,0
227,227,1
228,228,0
229,229,0
230,230,0
231,231,0
232,232,0
233,233,1
234,234,0
235,235,0
236,236,1
237,237,1
238,238,1
239,239,0
240,240,1
241,241,1
242,242,1
243,243,0
244,244,0
245,245,1
246,246,0
247,247,0
248,248,1
249,249,1
250,250,1
251,251,1
252,252,0
253,253,1
254,254,0
255,255,0
256,256,0
257,257,0
258,258,1
259,259,1
260,260,1
261,261,0
262,262,1
263,263,0
264,264,1
265,265,0
266,266,0
267,267,0
268,268,0
269,269,0
270,270,1
271,271,0
272,272,1
273,273,0
274,274,1
275,275,0
276,276,0
277,277,1
278,278,1
279,279,1
280,280,0
281,281,1
282,282,0
283,283,1
284,284,0
285,285,0
286,286,1
287,287,1
288,288,0
289,289,1
290,290,1
291,291,1
292,292,1
293,293,0
294,294,1
295,295,0
296,296,1
297,297,1
298,298,1
299,299,1
300,300,0
301,301,0
302,302,0
303,303,1
304,304,1
305,305,0
306,306,1
307,307,0
308,308,1
309,309,1
310,310,0
311,311,0
312,312,0
313,313,1
314,314,0
315,315,0
316,316,1
317,317,0
318,318,1
319,319,0
320,320,1
321,321,0
322,322,1
323,323,0
324,324,1
325,325,0
326,326,0
327,327,1
328,328,0
329,329,0
330,330,1
331,331,1
332,332,1
333,333,0
334,334,0
