1,2,歌ってみたライブ！リクエスト募集中,皆さんからのリクエスト曲を歌っていきます！楽しんでくださいね♪,https://media.xiii.isucon.dev/api/7/playlist.m3u8,https://media.xiii.isucon.dev/yoru.webp,1690851600,1690855200
2,3,映画レビュー！最新映画の感想を語る,最新の映画について、感想や考察を深く掘り下げて話していきます。,https://media.xiii.isucon.dev/api/7/playlist.m3u8,https://media.xiii.isucon.dev/yoru.webp,1690851600,1690855200
3,4,新曲初披露！歌配信,オリジナルの新曲を初めて披露します！感想をお聞かせください！,https://media.xiii.isucon.dev/api/3/playlist.m3u8,https://media.xiii.isucon.dev/BBB.webp,1690851600,1690855200
4,5,最新ガジェット紹介！これは買い？,最新のテクノロジーガジェットを紹介していきます。,https://media.xiii.isucon.dev/api/11/playlist.m3u8,https://media.xiii.isucon.dev/timewarp.webp,1690851600,1690855200
5,6,健康トーク！毎日のワークアウト方法,健康的な生活のためのワークアウト方法や食事について話していきます。,https://media.xiii.isucon.dev/api/3/playlist.m3u8,https://media.xiii.isucon.dev/BBB.webp,1690851600,1690855200
6,7,アートライブ！絵を描きながらのんびりトーク,絵を描きながら、リラックスしたトークを楽しんでください。,https://media.xiii.isucon.dev/api/8/playlist.m3u8,https://media.xiii.isucon.dev/BBB.webp,1690855200,1690862400
7,8,プログラミングライブ！コードを書きながら学ぼう,初心者向けに、実際にコードを書きながらプログラミングを学んでいきます。,https://media.xiii.isucon.dev/api/10/playlist.m3u8,https://media.xiii.isucon.dev/yoru.webp,1690855200,1690862400
8,9,手相占いライブ！あなたの運命は？,手相をもとに、あなたの未来や運命を占います。,https://media.xiii.isucon.dev/api/9/playlist.m3u8,https://media.xiii.isucon.dev/timewarp.webp,1690855200,1690862400
9,10,コメディライブ！笑いでリフレッシュ,日常の出来事やニュースをユーモアたっぷりに解説します！笑顔で過ごしましょう！,https://media.xiii.isucon.dev/api/7/playlist.m3u8,https://media.xiii.isucon.dev/yoru.webp,1690855200,1690862400
10,11,ファッションライブ！今季のトレンドは？,最新のファッショントレンドやおすすめアイテムを紹介します！,https://media.xiii.isucon.dev/api/1/playlist.m3u8,https://media.xiii.isucon.dev/BBB.webp,1690855200,1690862400
11,12,アニメトーク！最新アニメの感想交換,最新のアニメについて、感想や考察をみんなで交換しましょう！,https://media.xiii.isucon.dev/api/9/playlist.m3u8,https://media.xiii.isucon.dev/timewarp.webp,1690862400,1690869600
12,13,ビジネスライブ！起業の秘訣,実際に起業を経験したゲストと、成功の秘訣や失敗談について語り合います。,https://media.xiii.isucon.dev/api/11/playlist.m3u8,https://media.xiii.isucon.dev/timewarp.webp,1690862400,1690869600
13,14,ペットと一緒の夜ふかし配信,愛犬と一緒にのんびりとトークを楽しむ時間。ペットの話題もお待ちしています！,https://media.xiii.isucon.dev/api/5/playlist.m3u8,https://media.xiii.isucon.dev/isucon12_final.webp,1690862400,1690869600
14,15,宇宙トーク！宇宙の不思議を探る,宇宙や天体に関する最新の情報や知識を深く掘り下げて話していきます。,https://media.xiii.isucon.dev/api/3/playlist.m3u8,https://media.xiii.isucon.dev/BBB.webp,1690862400,1690869600
15,16,手芸ライブ！今日は何を作ろう,手芸好きの皆さんと一緒に、新しい作品を作っていきます！,https://media.xiii.isucon.dev/api/9/playlist.m3u8,https://media.xiii.isucon.dev/timewarp.webp,1690862400,1690869600
16,17,心理学トーク！あなたの心を読み解く,日常生活での心理学の活用方法や面白い心理テストを紹介します。,https://media.xiii.isucon.dev/api/4/playlist.m3u8,https://media.xiii.isucon.dev/isucon12_final.webp,1690869600,1690876800
17,18,歴史トーク！過去の出来事から学ぶ,世界の歴史や有名な出来事について、詳しく解説します。,https://media.xiii.isucon.dev/api/11/playlist.m3u8,https://media.xiii.isucon.dev/timewarp.webp,1690869600,1690876800
18,19,音楽制作ライブ！新曲の制作過程を公開,新しい楽曲の制作過程をリアルタイムで公開します。,https://media.xiii.isucon.dev/api/4/playlist.m3u8,https://media.xiii.isucon.dev/isucon12_final.webp,1690869600,1690876800
19,20,ガーデニングライブ！今日のお花はこれ,庭やベランダでのガーデニングの様子を公開します。,https://media.xiii.isucon.dev/api/2/playlist.m3u8,https://media.xiii.isucon.dev/yoru.webp,1690869600,1690876800
20,21,料理ライブ！手軽に作れるデザート特集,家にある材料で簡単に作れるデザートレシピを紹介します！,https://media.xiii.isucon.dev/api/9/playlist.m3u8,https://media.xiii.isucon.dev/timewarp.webp,1690869600,1690876800
21,22,Q&Aセッション！視聴者の質問に答えます,視聴者の皆さんからの質問に、直接答えていきます！,https://media.xiii.isucon.dev/api/3/playlist.m3u8,https://media.xiii.isucon.dev/BBB.webp,1690876800,1690880400
22,23,子育てトーク！育児の悩み解決方法,子育て中のママやパパのための、育児の悩みや解決方法について話し合います。,https://media.xiii.isucon.dev/api/1/playlist.m3u8,https://media.xiii.isucon.dev/BBB.webp,1690876800,1690880400
23,24,スポーツ実況！今夜の試合はこれ！,今夜のスポーツ試合の実況と解説を行います！,https://media.xiii.isucon.dev/api/11/playlist.m3u8,https://media.xiii.isucon.dev/timewarp.webp,1690876800,1690880400
24,25,日本語レッスン！基本の文法から,日本語を学びたい方のための基本的な文法レッスンを行います。,https://media.xiii.isucon.dev/api/4/playlist.m3u8,https://media.xiii.isucon.dev/isucon12_final.webp,1690876800,1690880400
25,26,お料理対決！視聴者投票で勝者を決めよう,2人の料理人が対決！視聴者の皆さんの投票で、どちらの料理が上手いかを決めます。,https://media.xiii.isucon.dev/api/10/playlist.m3u8,https://media.xiii.isucon.dev/yoru.webp,1690876800,1690880400
26,27,読書の時間！おすすめの一冊を紹介,今月読んだ本の中から特に感動した一冊を紹介します。,https://media.xiii.isucon.dev/api/9/playlist.m3u8,https://media.xiii.isucon.dev/timewarp.webp,1690880400,1690884000
27,28,釣りライブ！海辺でのんびり,今日は海辺での釣りの様子を配信します。どんな魚が釣れるかな？,https://media.xiii.isucon.dev/api/7/playlist.m3u8,https://media.xiii.isucon.dev/yoru.webp,1690880400,1690884000
28,29,ホラートーク！怖い話を共有しよう,夜の時間、一緒に怖い話を共有する時間です。,https://media.xiii.isucon.dev/api/1/playlist.m3u8,https://media.xiii.isucon.dev/BBB.webp,1690880400,1690884000
29,30,アイドルとのコラボ配信！特別な時間,人気アイドルとの特別なコラボ配信！裏話やQ&Aも！,https://media.xiii.isucon.dev/api/2/playlist.m3u8,https://media.xiii.isucon.dev/yoru.webp,1690880400,1690884000
30,31,ヨガライブ！朝のリフレッシュタイム,朝の時間をヨガでリフレッシュ！初心者も大歓迎！,https://media.xiii.isucon.dev/api/9/playlist.m3u8,https://media.xiii.isucon.dev/timewarp.webp,1690880400,1690884000
31,32,実況！今夜のサッカー試合,今夜のサッカー試合の実況と解説を行います！,https://media.xiii.isucon.dev/api/10/playlist.m3u8,https://media.xiii.isucon.dev/yoru.webp,1690884000,1690887600
32,33,映画の裏話！監督とのスペシャルトーク,大ヒット映画の裏話を、監督自らが語ります。,https://media.xiii.isucon.dev/api/9/playlist.m3u8,https://media.xiii.isucon.dev/timewarp.webp,1690884000,1690887600
33,34,子猫の生活！成長記録を公開,我が家の子猫の成長記録を公開します。,https://media.xiii.isucon.dev/api/1/playlist.m3u8,https://media.xiii.isucon.dev/BBB.webp,1690884000,1690887600
34,35,夜の音楽ライブ！リラックスタイム,夜の時間を、心地良い音楽とともに過ごしましょう。,https://media.xiii.isucon.dev/api/9/playlist.m3u8,https://media.xiii.isucon.dev/timewarp.webp,1690884000,1690887600
35,36,ダンスライブ！今夜の特訓の様子を公開,ダンスの特訓の様子をリアルタイムで公開します。,https://media.xiii.isucon.dev/api/8/playlist.m3u8,https://media.xiii.isucon.dev/BBB.webp,1690884000,1690887600
36,37,英語トーク！日常英会話を学ぼう,日常で使える基本的な英会話フレーズを紹介します。,https://media.xiii.isucon.dev/api/11/playlist.m3u8,https://media.xiii.isucon.dev/timewarp.webp,1690887600,1690894800
37,38,天体観測！今夜の星空を一緒に,都市の喧騒を離れ、美しい星空を観測します。,https://media.xiii.isucon.dev/api/10/playlist.m3u8,https://media.xiii.isucon.dev/yoru.webp,1690887600,1690894800
38,39,ゲーム実況！新作アクションゲーム,新作のアクションゲームの実況プレイを行います！,https://media.xiii.isucon.dev/api/7/playlist.m3u8,https://media.xiii.isucon.dev/yoru.webp,1690887600,1690894800
